店名,住所,営業時間,定休日,座席,緯度,経度
ブタゴリラ,〒324-0055 栃木県大田原市新富町2-1-20,11:00〜14:00／18:00〜21:00,11:00～14:00/18:00～21:00,,36.865700,140.025665
立川マシマシ 宇都宮店,〒320-0801 栃木県宇都宮市池上町4-8 鈴長ビル 1F,11:00〜21:30,,,36.561573,139.881927
ラーメン ジャンクス 中央店,〒320-0806 栃木県宇都宮市中央2-1-8 旭ビル 1F,11:30～14:30／18:00～20:30,日曜日、木曜日,,36.556862,139.882874
蔵味噌らぁめん よろず 真岡店,〒321-4325 栃木県真岡市田町1565-2,,,,36.435753,140.013885
蔵出し熟成みそらーめん 味噌香,〒321-3226 栃木県宇都宮市ゆいの杜2-23-35,10:30〜22:00（L.O.）,無休,,36.576603,139.996735
YADOMEN ～宿麺～,〒328-0045 栃木県栃木市湊町12-20,12:00～14:00／18:00～20:00,不定休,20席,36.379169,139.731400
無鉄砲しゃばとん,〒630-8041 奈良県奈良市六条町124-1,11:00～15:00／18:00～23:00,月曜,カウンター14席、テーブル2卓（各4名）,34.670509,135.790192
ラーメン軍団 歴史を刻め 天理街道店,〒632-0046 奈良県天理市三昧田町136-3,11:00〜15:00／17:00〜24:00,水曜,,34.582695,135.838303
ジャンク屋 剣,奈良県大和高田市曽大根122-7,,,,34.495495,135.736832
マシマシらーめん物語はここから始まるのだ。  大和郡山店,〒639-1123 奈良県大和郡山市筒井町934-1 サンビル1F,11:00～20:00（L.O.19:30）,木曜日,,34.618771,135.785080
夢を語れ 富山,〒930-0054 富山県富山市南新町3-14,11:00〜14:00／18:00〜21:00,無休,カウンター14,36.685940,137.219803
麺屋豚道場,〒930-0887 富山県富山市五福1922-5,11:00〜14:00／18:00〜22:00,日曜、祝日,カウンター10席,36.699333,137.191147
DOG HOUSE,〒939-8036 富山県富山市高屋敷833‐1 タカサンビル1F,11:00～14:30／18:30～22:00[日・祝] 11:00〜14:30／18:00〜21:00※売り切れ次第終了,火曜、水曜,カウンター8席、テーブル8席,36.671604,137.243408
麺屋豚道場ぶた壱,〒930-0992 富山県富山市新庄町3-5-22,11:00～14:45／18:00～21:45[水] 11:00～14:45※各ラストオーダー,火曜,カウンター17席、テーブル4席×3,36.696712,137.252625
ガッツリ！えびすこ,〒930-0003 富山県富山市桜町1-4-20  パティオサクラ 2F,11:00〜14:30（L.O.14:00）／17:00〜24:30（L.O.24:00）[土] 11:00〜14:30（L.O.14:00）／17:00〜翌1:00（L.O.）,月曜※祝日の場合は営業、翌日休,"36席（カウンター6席,テーブル6席×2、4席×2、2席×5）",36.699314,137.213257
麺屋 ひろまる,〒939-1622 富山県南砺市遊部川原46-1,11:00～15:00／17:00～21:00[土・日・祝] 11:00～21:00,月曜、火曜,26席（カウンター8席、テーブル4人×1、小上がり4人×2・6人×1）,36.571068,136.878189
麺家 なると,富山県黒部市荻生7175-3,11:00～15:00（L.O.14:30）、17:00～翌1:00（L.O.24:30）土・日・祝は中休憩なし,火曜,カウンタ×17、4テーブル×4,36.880230,137.460022
麺酒場かぐや,〒939-0351 富山県射水市戸破1418,11:00～15:00／18:00～翌2:00,無休,,36.712952,137.100784
らーめん キラリ,〒934-0057 富山県射水市坂東109-2,"11:30〜14:00, 18:00〜23:00（L.O.22:30）",月曜日,カウンタ×7、小上がり4×3，2×1,36.756203,137.057037
麺屋 達 掛尾店,〒939-8075 富山県富山市今泉172-1,11:00～22:00[金・土・祝前日] 11:00～23:00※各ラストオーダー,無休,カウンター10席、小上がり6席×3、テーブル6席×3、4席×2,36.670044,137.214935
麺家 なると 掛尾店,富山県富山市掛尾町607,11:00～22:30L.O.（日）11:00～21:30L.O.,火曜日,,36.666550,137.205780
麺屋 信次郎,〒931-8324 富山県富山市豊城町6-15,11:00〜14:30,月曜,,36.727634,137.229431
ラーメン池田屋 福井店,〒910-0028 福井県福井市学園2-6-1,11:00～14:30／18:00～21:00,水夜・土夜・祝夜日,カウンター12席,36.068821,136.199326
ラーメン 地球,〒910-0028 福井県福井市学園3-4-15 うめだビル102,18:00〜22:00[金・土] 11:30〜14:00／18:00〜22:00[日] 11:00〜14:00※各ラストオーダー,月曜日,,36.069965,136.197311
DOPEMEN NOPEMEN,〒916-0026 福井県鯖江市本町2-2-22,昼の部 11:00～14:00（L.O.13:45）夜の部 18:00～21:00（L.O.20:45）日曜日 11:00～15:00（L.O.14:45）,月曜日、木曜日※不定休あり,,35.945503,136.185287
ラーメン二郎 朝倉街道駅前店,〒818-0083 福岡県筑紫野市針摺中央2-17-8,11:30〜14:3017:00〜20:00,当面の間土日休み※祝日不定休,カウンター10席,33.484440,130.533493
ラーメンピース,〒814-0133 福岡県福岡市城南区七隈7-5-34,11:00〜14:30／17:30〜21:30,水曜日,カウンター12席,33.552654,130.361038
ラーメンだるま 小倉店,〒802-0002 福岡県北九州市小倉北区京町1丁目6-11,11:00～14:00／18:00～翌0:30,無休,,33.886391,130.878754
オリジナル極太麺 らーめん天,〒815-0033 福岡県福岡市南区大橋2-12-13 康孝ビル1F,11:00～15:00／18:00〜23:00※ラストオーダーは各30分前,火曜,カウンター10席、テーブル4人×2,33.557022,130.428665
島系 本店,福岡県糟屋郡志免町大字別府字カジ547-1 スーパートライアル別棟 駐車場内,11:00〜16:00、18:00〜21:00（スープがなくなり次第終了）,無休,12席,33.592754,130.464462
麺家 菊二朗,〒814-0005 福岡県福岡市早良区祖原14-32,11:00〜14:00／17:00〜20:00※ラストオーダーは15分前,水曜日＋不定休（SNSで告知）,12席（カウンター席のみ）,33.581215,130.357513
ラーメン はなこ,〒818-0072 福岡県筑紫野市二日市中央1-2-20,,,,33.494373,130.519516
龍の家 久留米インター店,福岡県久留米市御井旗崎1-11-1,11:00～翌2:00,無休,,33.312649,130.552200
一の谷ラーメン,〒816-0852 福岡県春日市一の谷2-20,,,,33.521976,130.451126
今を楽しめ 北九州,〒802-0841 福岡県北九州市小倉南区北方1-13-32,,,17席,33.846611,130.880966
マシマシラーメン 物語はここから始まるのだ。,〒812-0044 福岡県福岡市博多区千代4-29-17  エクシード県庁前,11:00〜 20:00※売り切れ次第終了,月曜、日曜,8席,33.605747,130.415939
ラーメンだるま 小倉南店,〒802-0841 福岡県北九州市小倉南区北方1-16-17,11:00〜21:00,,,33.845051,130.880249
島系本店 舞鶴店,〒810-0073 福岡県福岡市中央区舞鶴1-6-14,11:00～16:00／18:00～22:00,不定休（公式X参照）,22席（カウンター席、テーブル席）,33.593838,130.393265
夢みてなんぼ 姪浜店,〒819-0005 福岡県福岡市西区内浜1-7-3  ウエストコート姪浜,11:00～15:00／18:00～22:00[土・日・祝] 11:00～22:00,,23席（カウンター15席、4人テーブル×2卓）,33.581188,130.322540
フジヤマ55 福岡天神店,〒810-0021 福岡県福岡市中央区今泉1-19-12  サキタビル1F,11:00〜14:50／17:30〜21:20[木] 11:00〜14:50[土] 11:00〜21:20[日] 11:00〜20:20,月曜日,21席（カウンター席、テーブル席）,33.585995,130.397095
太一商店 行橋店,〒824-0001 福岡県行橋市行事3-28-60,11:00～23:00,日曜,,33.742527,130.977554
京町にヤドカリました。,〒802-0002 福岡県北九州市小倉北区京町1-6-15,,,,33.886333,130.879166
夢みてなんぼ 福岡本店,〒814-0161 福岡県福岡市早良区飯倉2-1-11,11:00〜15:00／18:00〜22:00,無休,カウンター12席程度,33.568016,130.355743
夢の一歩 博多店,〒812-0892 福岡県福岡市博多区東那珂1-14-46  フォレオ博多 2F,11:00〜14:00／18:00〜22:00（L.O.21:45）[土・日・祝] 11:00～15:00／18:00～22:00（L.O.21:45）,インスタ・Xに営業カレンダー有,,33.573627,130.440002
麺処 エイト,〒810-0005 福岡県福岡市中央区清川3-9-20,11:00～14:30（L.O.）／18:00～21:00（L.O.）,不定休,10席（カウンター席のみ）,33.576946,130.413391
べんじろう,〒830-0038 福岡県久留米市西町1096-2,11:00～14:30／17:30～21:00[土・日] 11:00～21:00,水曜日,,33.308529,130.519333
夢みてなんぼ 筑紫野店,〒818-0059 福岡県筑紫野市塔原東5丁目4-1,月～木 11:00～15:00／17:00～23:00金   11:00～15:00／17:00～翌1:30土・日・祝 11:00～翌1:30（2025年4月16日より変更）,無休,70席,33.496029,130.506836
豚ギャング 天神本店,〒810-0073 福岡県福岡市中央区舞鶴1丁目8-28,11:00～23:00,不定休,10席,33.593182,130.394135
太一商店 門司店,〒800-0056 福岡県北九州市門司区西新町1-1-24,11:00～22:00,月曜,,33.892479,130.921066
BUTAKIN 博多住吉店,〒812-0018 福岡県福岡市博多区住吉2-4-7  レジデンス博多 1F,11:00～14:00／17:00～22:00,無休,21席（カウンター5席、4人テーブル×4卓）,33.588085,130.412949
豚ギャング 西新店,〒814-0002 福岡県福岡市早良区西新5丁目6-5,11:30〜23:00,無休,10席（カウンター席のみ）,33.581707,130.356857
夢みてなんぼ 糸島店,〒819-1102 福岡県糸島市高田4-16-2,11:00〜15:00／17:30〜21:00,,,33.570969,130.237015
夢の一歩 天神店,〒810-0001 福岡県福岡市中央区天神3-5-2,11:00～14:00／18:00～22:00,月曜,20席（2人テーブル×2卓）,33.592297,130.396393
メンドロイド,〒810-0041 福岡県福岡市中央区大名1-3-52  紺屋町横丁,11:30～22:30（L.O.22:00）,定休日なし、不定休あり,8席（店内に5席、店頭に3席）,33.586605,130.395309
ラーメン二郎 会津若松駅前店,福島県会津若松市駅前町6-31,11:00～14:00／17:00～21:00[土・第2、4日・祝] 11:00～15:00,月曜日、第1・3・5日曜日、祝日（不定期）,カウンター12席、小上がり4席×3,37.506386,139.931320
らーめん 蓮,〒960-2155 福島県福島市上名倉字西田29-2,11:30～19:00,水曜日、第1・3火曜日,,37.728996,140.385101
ちばから 郡山店,〒963-8813 福島県郡山市芳賀2丁目9-14,10:00〜14:00／17:00〜20:0010:00〜14:00／17:00〜20:00,月曜（祝日の場合火曜）,カウンター7席＋12席 テーブル4人掛け×2卓,37.389153,140.396774
ラーメン・グレート・ノア,〒971-8151 福島県いわき市小名浜岡小名字沖16-6,11:00〜14:30／17:00〜19:00[火・日] 11:00〜14:30,水曜日、毎月最終火曜日,カウンター4、テーブル3,36.961151,140.904343
ガッツリラーメンいち豚 福島本店,〒960-8101 福島県福島市上町5-6,11:00〜15:00／17:00〜20:00[日・祝] 11:00〜17:00,不定休,テーブル3卓、カウンター12席ほど,37.753853,140.468170
麺屋 べべ,〒970-1152 福島県いわき市好間町中好間下河原23,11:30〜15:30／17:00〜20:30※ラストオーダーは各30分前,月曜,,37.061504,140.858368
ガッツリラーメンいち豚 いわき鹿島店,〒971-8144 福島県いわき市鹿島町久保1-5-12,11時～15時 17時～22時,しばらくは定休日は月曜日（※祝日の場合は営業予定）,,36.990940,140.905624
劇的ラーメン 雑把,〒970-8026 福島県いわき市平字城東1-3-1,11:30～14:30／17:30～20:30,火曜、水曜,10席,37.061794,140.898483
ガッツリラーメンいち豚 郡山金屋店,〒963-0725 福島県郡山市田村町金屋字上川原284-88,11:00〜20:00,無休,,37.366676,140.390854
麺や飯や 仁,〒960-0424 福島県伊達市姥ケ懐3-1,11:00〜14:30／17:00〜スープが無くなり次第終了,月曜,24席（カウンター8席、テーブル16席）,37.814713,140.501572
ジャンクラーメン じおん,〒963-0101 福島県郡山市安積町日出山一本松100-7,11:00～14:00／18:00～麺切れまで,日曜,6人掛けテーブル席一卓、カウンター9席,37.365288,140.384933
ラーメン ぬま屋,〒960-8068 福島県福島市太田町38-22,（火～金）11:30～14:30／17:30～20:30（土・日）11:00～15:00,月曜日,カウンター12席,37.755100,140.453308
麺屋しをん,〒971-8182 福島県いわき市泉町滝尻字神力前22,11:00～14:30／17:30～21:00[日・祝] 11:00～21:00,月曜、第2・4火曜,カウンター7、テーブル2,36.951187,140.863647
麺家 大須賀 台新店,〒963-8852 福島県郡山市台新1丁目31-10 台新ビル101,【平 日】11:30～14:30／18:00～21:30【日・祝日】 11:30～15:00／18:00～20:30,月曜、第2・第4火曜日,21席 （カウンター13席、テーブル8席）,37.391533,140.340927
175°DENO～担担麺～ 福島店,〒960-1102 福島県福島市永井川字壇ノ腰5-5,火～日： 11:00～15:00(LO14:30)     17:00～21:00(LO20:30),月曜日,,37.724228,140.456940
横浜家系 龍 郡山店,〒963-8025 福島県郡山市桑野3-18-20,昼の部11時〜15時（L.O.14時30分）夜の部17時30分〜21時（L.O.20時30分）,水曜夜の部お休み木曜定休日,15席ほど,37.406315,140.352661
麺家 大須賀 白河店,〒961-0001 福島県白河市小田川天王下7,11:00～15:00／18:00～21:00,月曜日、他月2回火曜日,21席,37.154739,140.267258
麺家 大須賀 須賀川店,〒962-0022 福島県須賀川市丸田町40,11:00～15:00／17:30～21:00,月曜,,37.290310,140.364151
家系ラーメンぬーぼう,〒962-0031 福島県須賀川市影沼36,11:00〜15:00／17:00〜21:00,無休,カウンター5、テーブル4、小上がり3,37.285664,140.353897
ラーメン ヒカリ 須賀川店,〒962-0001 福島県須賀川市森宿安積田98-4,11:00〜15:00／17:00〜21:00,,,37.317150,140.354935
豚ヤマ豚ジ 南福島店,〒960-8154 福島県福島市伏拝字畑田4-2,11:00〜15:00／17:00〜21:00[土・日] 11:00〜21:00,不定休,,37.724499,140.459808
ラーメン荘 これが好きだから,〒663-8247 兵庫県西宮市津門稲荷町5-3 水野ビル1階,11:00〜15:00／18:00〜24:00[日] 11:00〜15:00／17:00〜22:00※売り切れ次第終了,月曜日,カウンター12席,34.737106,135.351562
ラーメン荘 歴史を刻め 六甲道,兵庫県神戸市灘区徳井町4-1-3,18:00～24:00,水曜、日曜,カウンター12席,34.714314,135.245544
ラーメン・つけ麺 神起,〒654-0025 兵庫県神戸市中央区相生町4-2-24 サザン神戸品川1F,11:30〜14:00／17:30〜22:30[日] 11:30〜14:00／17:30〜21:45※売り切れ次第終了,無休,カウンター14席、テーブル8席,34.677364,135.177338
自家製太麺 ドカ盛 マッチョ 三ノ宮店,〒650-0012 兵庫県神戸市中央区北長狭通1-3-13,11:00頃～15:00、17:30～24:00,無休,カウンター11席,34.693851,135.192795
ラーメン そうそう,〒670-0904 兵庫県姫路市塩町148  相生ビル 1F,11:30〜14:00／17:30〜21:00,無休※臨時休業等は、公式SNSを参照。,,34.831951,134.685867
麺匠 柳,〒675-2303 兵庫県加西市北条町古坂2-1,11:00～14:00／19:00～21:00,水曜,,34.923836,134.845139
丸十,兵庫県姫路市駅前町351,月～金   11:00～15:00／16:00～24:00土・日・祝 11:00～24:00,無休,カウンター15席くらい、テーブル1卓,34.829494,134.692215
夢を語れ 兵庫,〒652-0803 兵庫県神戸市兵庫区大開通10-2-19,18:00〜22:00[日] 11:00〜14:00,月曜日,,34.669369,135.159454
らぁ麺 しん,〒673-0028 兵庫県明石市硯町1-3-15,11:30～14:30／18:00～22:00（L.O.）,火曜、第3水曜,,34.651493,134.979507
麺匠 柳 東灘店,〒658-0014 兵庫県神戸市東灘区北青木2町目9-26,11:00〜14:30／18:00〜21:00[金・土] 11:00〜14:30／18:00〜翌3:00,無休,,34.719982,135.283600
BUTAKIN 神戸元町店,〒650-0022 兵庫県神戸市中央区元町通1丁目14-13  セントラルシティ元町駅前ビル,11:00〜23:00,,,34.689610,135.188095
ごめんね、二郎 加古川店,〒675-0034 兵庫県加古川市加古川町稲屋905-1,,,,34.762432,134.816635
神戸らーめん 屯豚,〒673-1115 兵庫県三木市吉川町大沢184-9,11:00～23:00,無休,カウンター8席、テーブル5席、半地下ルーム,34.884258,135.116516
一麺万杯 當,〒662-0912 兵庫県西宮市松原町3-35,11:00〜15:00／18:00〜22:00※ラストオーダーは各30分前,火曜日,8席,34.737400,135.346817
ラーメン二郎 札幌店,〒060-0806 北海道札幌市北区北六条西8-8-11,[平日] 11:00～14:00／17:00～21:00[土] 11:00～15:00,日曜、祝日不定休,カウンター15席,43.067162,141.343063
ブタキング 札幌環状店,〒007-0861 北海道札幌市東区伏古1条5丁目6-13,11:00〜19:00,水曜,8席（カウンター席のみ）,43.079922,141.391907
